Simple	English	semantic-similarity
Myalgia means " muscle pain " and is a symptom of many diseases and disorders. The most common causes are the overuse or over-stretching of a muscle or group of muscles. Myalgia without a traumatic history can be due to viral infections .	Myalgia  is the medical term for muscle pain .  Myalgia is a symptom of many diseases . The most common cause of acute myalgia is the overuse of a muscle or group of muscles; another likely cause is viral infection , especially when there has been no trauma. Long-lasting myalgia can be caused by metabolic myopathy , some nutritional deficiencies, and chronic fatigue syndrome . The most common causes of myalgia are overuse , injury , or strain . However, myalgia can also be caused by diseases, medications, or as a response to a vaccination . Dehydration at times results in muscle pain as well, for people involved in extensive physical activities such as workout. It is also a sign of acute rejection after heart transplant surgery. The most common causes are:	3.872369
Itch  is an unpleasant sensation that leads to the desire or reflex to scratch . Itch has many similarities to pain and both are unpleasant sensory experiences but their behavioral response patterns are different. Pain creates a reflex withdrawal while itch leads to a scratch reflex.  Nerve fibers for itch and pain both are in the skin , but information for them is sent centrally in two distinct systems that both use the same nerve bundle.  Historically, the sensations of itch and pain have not been considered to be independent of each other until recently where it was found that itch has several features in common with pain but has important differences.  The feeling of itchiness can be caused by a movement of hair or the release of a chemical  from cells under the skin. Itchiness is regarded as protective, as it helps creatures remove parasites that land on their skin. Itching can be caused by:	Itch  is a sensation that causes the desire or reflex to scratch.  Itch has resisted many attempts to be classified as any one type of sensory experience. Itch has many similarities to pain , and while both are unpleasant sensory experiences, their behavioral response patterns are different. Pain creates a withdrawal reflex , whereas itch leads to a scratch reflex .  Unmyelinated nerve fibers for itch and pain both originate in the skin ; however, information for them is conveyed centrally in two distinct systems that both use the same nerve bundle and spinothalamic tract .  Most commonly, an itch is felt in one place.  If it is felt all over the body, then it is called generalized itch or generalized pruritus . 	3.866964
The Bristol stool scale is a medical diagnosis tool used by Doctors to classify the way feces looks into 7 different categories .  It is also known by the names, Bristol stool chart and Bristol stool form scale . It was developed at Bristol Royal Infirmary in 1997 as a clinical assessment tool, but is also used to help with patients who can't speak, so that they can show their doctor if they have a problem with their bowels .  It's also used to help diagnose Irritable Bowel Syndrome . The seven types of feces described by the scale are:	The Bristol stool scale is a diagnostic medical tool designed to classify the form of human faeces into seven categories. It is used in both clinical and experimental fields.    It was developed at the Bristol Royal Infirmary as a clinical assessment tool in 1997, and is widely used as a research tool to evaluate the effectiveness of treatments for various diseases of the bowel, as well as a clinical communication aid;   including being part of the diagnostic triad for irritable bowel syndrome . 	3.8599124
Ankylosing spondylitis  is a type of arthritis . There is a long-term inflammation of the joints of the spine .  Usually the joints where the spine joins the pelvis are also affected. Eye and bowel problems may also occur. Pain in the back is a typical symptom of AS, and it often comes and goes.  Stiffness of the affected joints usually gets worse over time.  	Ankylosing spondylitis  is a type of arthritis in which there is a long-term inflammation of the joints of the spine .  Typically the joints where the spine joins the pelvis are also affected.  Occasionally other joints such as the shoulders or hips are involved.  Eye and bowel problems may also occur.  Back pain is a characteristic symptom of AS, and it often comes and goes.  Stiffness of the affected joints generally worsens over time.   Although the cause of ankylosing spondylitis is unknown, it is believed to involve a combination of genetic and environmental factors.  More than 85% of those affected in the UK have a specific human leukocyte antigen known as the HLA-B27 antigen.  The underlying mechanism is believed to be autoimmune or autoinflammatory .  Diagnosis is typically based on the symptoms with support from medical imaging and blood tests .  AS is a type of seronegative spondyloarthropathy , meaning that tests show no presence of rheumatoid factor  antibodies .  It is also within a broader category known as axial spondyloarthritis . 	3.8574107
Degenerative disease is the result of a continuous process based on degenerative cell changes, affecting tissues or organs , which will increasingly deteriorate over time.  In neurodegenerative diseases cells of the central nervous system stop working or die via neurodegeneration . An example of this is Alzheimer's disease . 	Degenerative disease is the result of a continuous process based on degenerative cell changes, affecting tissues or organs , which will increasingly deteriorate over time.  In neurodegenerative diseases , cells of the central nervous system stop working or die via neurodegeneration . An example of this is Alzheimer's disease .  The other two common groups of degenerative diseases are those that affect circulatory system  and neoplastic diseases .  Many degenerative diseases exist and some are related to aging . Normal bodily wear or lifestyle choices  may worsen degenerative diseases, but this depends on the disease.  Sometimes the main or partial cause behind such diseases is genetic .  Thus some are clearly hereditary like Huntington's disease .  Sometimes the cause is viruses , poisons or other chemicals. The cause may also be unknown. 	3.8384342
Bibliomania can be a symptom of obsessive-compulsive disorder , by collecting of books to the point where social relations or health are in danger. It can be connected to stealing  of books. Bibliomania is not to be confused with bibliophilia , which is the usual love of books. Don Quixote may be the most famous bibliomaniac in fiction .	Bibliomania can be a symptom of obsessive–compulsive disorder which involves the collecting or even hoarding of books to the point where social relations or health are damaged. Bibliomania is not to be confused with bibliophilia , which is the  love of books, and as such is not considered a clinical psychological disorder. One of several unusual behaviors associated with books, bibliomania is characterized by the collecting of books which have no use to the collector nor any great intrinsic value to a genuine book collector. The purchase of multiple copies of the same book and edition and the accumulation of books beyond possible capacity of use or enjoyment are frequent symptoms of bibliomania.  Bibliomania is not a psychological disorder recognized by the American Psychiatric Association in its DSM-IV. 	3.8379462
Bibliomania can be a symptom of obsessive-compulsive disorder , by collecting of books to the point where social relations or health are in danger. It can be connected to stealing  of books. Bibliomania is not to be confused with bibliophilia , which is the usual love of books. Don Quixote may be the most famous bibliomaniac in fiction .	Bibliomania can be a symptom of obsessive–compulsive disorder which involves the collecting or even hoarding of books to the point where social relations or health are damaged. Bibliomania is not to be confused with bibliophilia , which is the  love of books, and as such is not considered a clinical psychological disorder. One of several unusual behaviors associated with books, bibliomania is characterized by the collecting of books which have no use to the collector nor any great intrinsic value to a genuine book collector. The purchase of multiple copies of the same book and edition and the accumulation of books beyond possible capacity of use or enjoyment are frequent symptoms of bibliomania.  Bibliomania is not a psychological disorder recognized by the American Psychiatric Association in its DSM-IV. 	3.8379462
Cardiovascular disease  is a kind of disease that involves the heart or blood vessels .  Cardiovascular disease includes coronary artery diseases  such as angina and myocardial infarction .  Other CVDs are stroke , hypertensive heart disease , rheumatic heart disease , cardiomyopathy , atrial fibrillation , congenital heart disease , endocarditis , aortic aneurysms , and peripheral artery disease . 	Cardiovascular disease  is a class of diseases that involve the heart or blood vessels .  CVD includes coronary artery diseases  such as angina and myocardial infarction .  Other CVDs include stroke , heart failure , hypertensive heart disease , rheumatic heart disease , cardiomyopathy , abnormal heart rhythms , congenital heart disease , valvular heart disease , carditis , aortic aneurysms , peripheral artery disease , thromboembolic disease , and venous thrombosis .   The underlying mechanisms vary depending on the disease.  Coronary artery disease, stroke, and peripheral artery disease involve atherosclerosis .  This may be caused by high blood pressure , smoking , diabetes mellitus , lack of exercise , obesity , high blood cholesterol , poor diet, and excessive alcohol consumption, among others.  High blood pressure is estimated to account for approximately 13% of CVD deaths, while tobacco accounts for 9%, diabetes 6%, lack of exercise 6% and obesity 5%.  Rheumatic heart disease may follow untreated strep throat . 	3.8238888
Eli Lilly and Company is an American global medication company. Its headquarters are in Indianapolis , Indiana . The products of the company are sold in about 125 countries. The company was founded in 1876. It was named after Colonel Eli Lilly, a pharmaceutical chemist and American Civil War veteran. Eli Lilly's most important products before World War II included diabetic insulin . One of the brand names they used for the insulin was Iletin.  In 2002, Eli Lilly made more products for people with diabetes than any other company. Eli Lilly is the largest manufacturer and distributor of medications used for mental health issues. They make medications for bipolar disorder , clinical depression, generalized anxiety and others. One drug in this class is Amytal. It is used mainly to help with sleep and anxiety.	Eli Lilly and Company is an American pharmaceutical company headquartered in Indianapolis, Indiana , with offices in 18 countries. Its products are sold in approximately 125 countries. The company was founded in 1876 by, and named after, Col. Eli Lilly , a pharmaceutical chemist and veteran of the American Civil War .  Lilly's notable achievements include being the first company to mass-produce the polio vaccine developed by Jonas Salk , and insulin . It was one of the first pharmaceutical companies to produce human insulin using recombinant DNA including Humulin , Humalog , and the first approved biosimilar insulin product in the US, Basaglar . 	3.8199055
Benadryl is a brand name for a number of different medications to relieve allergies and coughs . It usually contains antihistamine diphenhydramine . In the United Kingdom, it contains either the antihistamine acrivastine or the long-acting antihistamine cetirizine . Benadryl products are sold in Australia and New Zealand as a cough medicine and do not contain any antihistamine.  	Benadryl is a  brand of various antihistamine medications used to stop allergies , whose content varies in different countries, but which includes some or no combination of diphenhydramine , acrivastine , and cetirizine . It is sold by Johnson & Johnson . Benadryl is used to relieve allergy symptoms such as sneezing, itching, runny nose, rash , and hives .  Some forms of Benadryl are to be taken orally, while some creams and gels are to be applied to the skin.  Common side effects of the drug include drowsiness , dizziness , dry mouth and throat, confusion, and blurred vision . 	3.804476
The second cholera pandemic is also known as the Asiatic cholera pandemic . It was a cholera pandemic that spread from India to the entire West Asia , then to the United Kingdom and the Americas , and then to China and Japan . The cause of cholera was not known until later in the 19th century. Cholera and typhus are bacterial diseases. Cholera spread by the absence of, or defective, sewage treatment or defective water supply systems. Typhus is spread by lice , chiggers and fleas .	The second cholera pandemic , also known as the Asiatic cholera pandemic , was a cholera pandemic that reached from India across western Asia to Europe , Great Britain , and the Americas , as well as east to China and Japan .  Cholera caused more deaths, more quickly, than any other epidemic disease in the 19th century  .   The medical community now believes cholera to be exclusively a human disease, spread through many means of travel during the time, and transmitted through warm fecal-contaminated river waters and contaminated foods. During the second pandemic, the scientific community varied in its beliefs about the causes of cholera. The first cholera pandemic  began near Calcutta and spread throughout Southeast Asia to the Middle East, eastern Africa, and the Mediterranean coast. While cholera had spread across India many times previously, this outbreak went further; it reached as far as China and the Mediterranean Sea before receding. Hundreds of thousands of people died as a result of this pandemic , including many British soldiers , which attracted European attention. This was the first of several cholera pandemics to sweep through Asia and Europe during the 19th and 20th centuries. This first pandemic spread over an unprecedented range of territory, affecting almost every country in Asia.  Historians believe that the first pandemic had lingered in Indonesia and the Philippines in 1830. 	3.793619
Colic is a form of pain that starts and stops quickly and out of nowhere. It happens because muscular contractions of a hollow tube . This is done to remove an obstruction by forcing content out. It may cause sweating and vomiting . 	Colic is a form of pain that starts and stops abruptly. It occurs due to muscular contractions of a hollow tube  in an attempt to relieve an obstruction by forcing content out. It may be accompanied by sweating and vomiting .  Types include: The term is from Greek κολικός kolikos , "relative to the colon ".	3.7752888
A decongestant  is a type of pharmaceutical drug that is used to help stop nasal congestion in the upper respiratory tract . The active ingredients that most decongestants have are pseudoephedrine or phenylephrine .	A decongestant , or nasal decongestant , is a type of pharmaceutical drug that is used to relieve nasal congestion in the upper respiratory tract . The active ingredient in most decongestants is either pseudoephedrine or phenylephrine . Intranasal corticosteroids can also be used as decongestants and antihistamines can be used to alleviate runny nose , nasal itch , and sneezing .  Topical decongestants on topical application as dilute solution  produce local vasoconstriction . Regular use of decongestants for long periods should be avoided because mucosal ciliary function is impaired: atrophic rhinitis and anosmia  can occur due to persistent vasoconstriction.	3.7730157
Electrology is an electrical process to remove human hair so that it does not grow back. An electrologist is sometimes called an electrolysist in the United Kingdom . The process of removing the hair is referred to as electrolysis. The electrolysist slides a thin metal probe into each hair follicle . This, if done the right way, does not hurt the skin. Electricity flows to the follicle through the probe. This causes damage to the areas that grow hair so that it does not grow back.	Electrology is the practice of electrical hair removal to permanently remove human hair from the body. Electrolysis is the actual process of removing hair using electricity. In electrolysis, a qualified professional called an electrologist slides a hair-thin, solid metal probe into each hair follicle without puncturing the skin . Electricity is delivered to the follicle through the probe, which causes localized damage to the areas that generate hairs, either through the formation of caustic sodium hydroxide , overheating , or both . All three methods  have their own merits, and one method is not better than another. The success depends on the skill of the electrologist, the type of hair being removed, the condition of the skin and the pain threshold of the client. All three methods, when properly performed, can be thorough at destroying the hair matrix cells, and leaving follicles incapable of regrowing hair.	3.725146
Dorlands Illustrated Medical Dictionary is a medical dictionary edited by William Alexander Newman Dorland, and first printed in 1890. The word Dorland's is now the brand name for a family of more than 20 medical books available in various media . The main books are Dorland's Illustrated Medical Dictionary  and Dorland's Pocket Medical Dictionary . Dorland's Medical Dictionary was first published in 1890 as the American Illustrated Medical Dictionary , including 770 pages. The pocket edition, called the American Pocket Medical Dictionary , was first published in 1898, with just over 500 pages. After Dorland died in 1956, the dictionaries were retitled to include his name, which was how they had generally come to be known.  The illustrated dictionary has grown to 2208 pages for the 31st edition.	Dorland's is the brand name of a family of medical reference works  in various media spanning printed books, CD-ROMs, and online content. The flagship products are Dorland's Illustrated Medical Dictionary  and Dorland's Pocket Medical Dictionary . The principal dictionary was first published in 1890 as the American Illustrated Medical Dictionary , including 770 pages. The pocket edition, called the American Pocket Medical Dictionary , was first published in 1898, consisting of just over 500 pages. With the death of the editor William Alexander Newman Dorland , AM, MD in 1956, the dictionaries were retitled to incorporate his name, which was how they had generally come to be known.  The illustrated dictionary had grown to 2208 pages for the 31st edition. The dictionaries were historically published by Saunders .	3.6882555
The Wuhan Institute of Virology, Chinese Academy of Sciences  is a research institute. It was designed to study virology . It is run by the Chinese Academy of Sciences .  The institute is in Jiangxia District, Wuhan , Hubei . It opened China's first biosafety level 4  laboratory in 2015.  In January 2020, conspiracy theories spread which said that the the COVID-19 pandemic came from a virus made by the WIV. But scientific evidence says that the virus is natural.      One story in the Washington Post said that US State Department had raised safety concerns about WIV's research on bat coronaviruses in 2018.  In April 2020, U.S. intelligence officials looked into reports the virus may have started by an accident by WIV scientists studying bats.     Experts do not believe the virus escaped from the institute.   One expert said that up to seven million people in Southeast Asia are infected each year with bat coronaviruses. He said there are probably only about six people who work with the viruses at the institute.  It does not make sense that virus came from one of these of people compared with the millions of other people affected by bats. The staff at the Wuhan Institute of Virology were trained at US labs and follow high safety standards. The evidence shows that this is not a laboratory accident. The WIV started in 1956 as the Wuhan Microbiology Laboratory under the Chinese Academy of Sciences . In 1961, it became the South China Institute of Microbiology, and in 1962 was renamed Wuhan Microbiology Institute. In June 1978 it was named Wuhan Institute of Virology. 	The Wuhan Institute of Virology, Chinese Academy of Sciences  is a research institute on virology administered by the Chinese Academy of Sciences , which reports to the State Council of the People's Republic of China .  Located in Jiangxia District , Wuhan , Hubei , it opened mainland China's first biosafety level 4  laboratory.  The institute has strong ties to the Galveston National Laboratory in the United States, the Centre International de Recherche en Infectiologie in France, and the National Microbiology Laboratory in Canada. The institute has been an active research center for the study of coronaviruses . The WIV was founded in 1956 as the Wuhan Microbiology Laboratory under the Chinese Academy of Sciences . In 1961, it became the South China Institute of Microbiology, and in 1962 was renamed Wuhan Microbiology Institute. In 1970, it became the Microbiology Institute of Hubei Province when the Hubei Commission of Science and Technology took over the administration. In June 1978, it was returned to the CAS and renamed Wuhan Institute of Virology. 	3.6713202
The Wuhan Institute of Virology, Chinese Academy of Sciences  is a research institute. It was designed to study virology . It is run by the Chinese Academy of Sciences .  The institute is in Jiangxia District, Wuhan , Hubei . It opened China's first biosafety level 4  laboratory in 2015.  In January 2020, conspiracy theories spread which said that the the COVID-19 pandemic came from a virus made by the WIV. But scientific evidence says that the virus is natural.      One story in the Washington Post said that US State Department had raised safety concerns about WIV's research on bat coronaviruses in 2018.  In April 2020, U.S. intelligence officials looked into reports the virus may have started by an accident by WIV scientists studying bats.     Experts do not believe the virus escaped from the institute.   One expert said that up to seven million people in Southeast Asia are infected each year with bat coronaviruses. He said there are probably only about six people who work with the viruses at the institute.  It does not make sense that virus came from one of these of people compared with the millions of other people affected by bats. The staff at the Wuhan Institute of Virology were trained at US labs and follow high safety standards. The evidence shows that this is not a laboratory accident. The WIV started in 1956 as the Wuhan Microbiology Laboratory under the Chinese Academy of Sciences . In 1961, it became the South China Institute of Microbiology, and in 1962 was renamed Wuhan Microbiology Institute. In June 1978 it was named Wuhan Institute of Virology. 	The Wuhan Institute of Virology, Chinese Academy of Sciences  is a research institute on virology administered by the Chinese Academy of Sciences , which reports to the State Council of the People's Republic of China .  Located in Jiangxia District , Wuhan , Hubei , it opened mainland China's first biosafety level 4  laboratory.  The institute has strong ties to the Galveston National Laboratory in the United States, the Centre International de Recherche en Infectiologie in France, and the National Microbiology Laboratory in Canada. The institute has been an active research center for the study of coronaviruses . The WIV was founded in 1956 as the Wuhan Microbiology Laboratory under the Chinese Academy of Sciences . In 1961, it became the South China Institute of Microbiology, and in 1962 was renamed Wuhan Microbiology Institute. In 1970, it became the Microbiology Institute of Hubei Province when the Hubei Commission of Science and Technology took over the administration. In June 1978, it was returned to the CAS and renamed Wuhan Institute of Virology. 	3.6713202
Sexual addiction is when people engage in sexual activities, especially sexual intercourse , even if this has negative consequences for them.  Some scientists believe it is one of several sex-related disorders within an umbrella concept known as hypersexual disorder .  The term sexual dependence is also used to refer to people who report being unable to control their sexual urges , behaviors, or thoughts.  Other related models of pathological sexual behavior include hypersexuality , erotomania , Don Juanism , and paraphilia -related disorders.    Not all people agree that the condition sexual addicion exists.   There is considerable debate among psychiatrists , psychologists , sexologists , and other specialists whether compulsive sexual behavior constitutes an addiction. They also disagree about its  classification and possible diagnosis. Research on animals has shown that compulsive sexual behavior uses the same mechanism of action that is also responsible for drug addiction in laboratory animals. As of 2018, neither  the DSM or ICD medical classifications recognise sexual addiction as a valid diagnosis.	Sexual addiction , also known as sex addiction , is a state characterized by compulsive participation or engagement in sexual activity , particularly sexual intercourse , despite negative consequences.  Proponents of a diagnostic model for sexual addiction consider it to be one of several sex-related disorders within hypersexual disorder .  The term sexual dependence is also used to refer to people who report being unable to control their sexual urges , behaviors, or thoughts. Related or synonymous models of pathological sexual behavior include hypersexuality , erotomania , Don Juanism , and paraphilia -related disorders.    The concept of sexual addiction is contentious.   There is considerable debate among psychiatrists , psychologists , sexologists , and other specialists whether compulsive sexual behavior constitutes an addiction, and therefore its classification and possible diagnosis. Animal research has established that compulsive sexual behavior arises from the same transcriptional and epigenetic mechanisms that mediate drug addiction in laboratory animals; however, as of 2018,  sexual addiction is not a clinical diagnosis in either the DSM or ICD medical classifications of diseases and medical disorders. Some argue that applying such concepts to normal behaviors such as sex can be problematic, and suggest that applying medical models such as addiction to human sexuality can serve to pathologise normal behavior and cause harm. 	3.656431
Coronary artery bypass surgery is a type of surgery that relieves chest pain , caused by lack of blood flow , and reduces the risk of death from heart disease . It is also known as coronary artery bypass graft  surgery, and known by doctors as heart bypass or bypass surgery . In this surgery, blood vessels from elsewhere in the patient's body are added to the heart vessels to go around blood vessels blocked by fat and get more blood into the heart so it can keep running. This surgery usually happens with the heart stopped, which makes machines that act as lungs and heart needed. However, it is possible to have the surgery with the heart still pumping, called "off-pump" surgery.	Coronary artery bypass surgery , also known as coronary artery bypass graft  surgery , and colloquially heart bypass or bypass surgery , is a surgical procedure to restore normal blood flow to an obstructed coronary artery . A normal coronary artery transports blood to the heart muscle itself, not through the main circulatory system . There are two main approaches. In one, the left internal thoracic artery , LITA  is diverted to the left anterior descending branch of the left coronary artery . In this method, the artery is " pedicled " which means it is not detached from the origin. In the other, a great saphenous vein is removed from a leg; one end is attached to the aorta or one of its major branches, and the other end is attached to the obstructed artery immediately after the obstruction to restore blood flow. CABG is performed to relieve angina unsatisfactorily controlled by maximum tolerated anti-ischemic medication, prevent or relieve left ventricular dysfunction , and/or reduce the risk of death. CABG does not prevent myocardial infarction . This surgery is usually performed with the heart stopped, necessitating the usage of cardiopulmonary bypass . However, two alternative techniques are also available, allowing CABG to be performed on a beating heart either without using the cardiopulmonary bypass, a procedure referred to as "off-pump" surgery, or performing beating surgery using partial assistance of the cardiopulmonary bypass, a procedure referred to as "on-pump beating" surgery. The latter procedure offers the advantages of the on-pump stopped and off-pump while minimizing their respective side-effects.	3.6439962
Escitalopram is an antidepressant medication . It is used as a drug to help treat depression , obsessive-compulsive disorder , social anxiety disorder and other mental illnesses . It is commonly known and sold as Lexapro or Cipralex .  Escitalopram can cause sleeping problems, dry mouth and diarrhea . It can also cause sexual problems.  These sexual problems usually disappear after a person stops using the drug. However, in some cases these problems can last for months or years.	Escitalopram , sold under the brand names Cipralex and Lexapro , among others, is an antidepressant of the selective serotonin reuptake inhibitor  class.  Escitalopram is mainly used to treat major depressive disorder or generalized anxiety disorder .  It is taken by mouth.  Common side effects include trouble sleeping, nausea, sexual problems , and feeling tired.  More serious side effects may include suicide in people under the age of 25.  It is unclear if use during pregnancy or breastfeeding is safe.  Escitalopram is the - stereoisomer  of citalopram , hence the name es citalopram.  In other words, escitalopram is a chiral switch of citalopram. Escitalopram was approved for medical use in the United States in 2002.  Escitalopram is sometimes replaced by twice the dose of citalopram.  In 2018, it was the 22nd most commonly prescribed medication in the United States with more than 25 million prescriptions.  	3.6346734
The first confirmed case relating to the COVID-19 pandemic in Nigeria was announced on February 27 2020, when an Italian citizen in Lagos tested positive for the virus SARS-CoV-2 .   On March 9, 2020, a second case of the virus was reported in Ewekoro , Ogun State , in a Nigerian citizen who had contact with the Italian citizen.  On March 23, there were ten new cases: six in Lagos State, three in the FCT and one in Edo State .  They also confirmed their first death, a 67-year-old Suleiman Achimugu.   Nigeria is Africa's largest economy, and it has a large oil industry.  It was hit hard when oil prices fell below zero in spring 2020 because of the pandemic. 	The COVID-19 pandemic in Nigeria is part of the worldwide pandemic of coronavirus disease 2019  caused by severe acute respiratory syndrome coronavirus 2 . The first confirmed case in Nigeria was announced on 27 February 2020, when an Italian citizen in Lagos tested positive for the virus.   On 9 March 2020, a second case of the virus was reported in Ewekoro , Ogun State , a Nigerian citizen who had contact with the Italian citizen.  On 28 January, the Federal government of Nigeria assured citizens of the country of its readiness to strengthen surveillance at five international airports in the country to prevent the spread of coronavirus. The government announced the airports as Enugu , Lagos , Rivers , Kano and the FCT .  The Nigeria Centre for Disease Control also announced same day that they had already set up coronavirus group and was ready to activate its incident system if any case emerged in Nigeria. 	3.6332257
The first confirmed case relating to the COVID-19 pandemic in Nigeria was announced on February 27 2020, when an Italian citizen in Lagos tested positive for the virus SARS-CoV-2 .   On March 9, 2020, a second case of the virus was reported in Ewekoro , Ogun State , in a Nigerian citizen who had contact with the Italian citizen.  On March 23, there were ten new cases: six in Lagos State, three in the FCT and one in Edo State .  They also confirmed their first death, a 67-year-old Suleiman Achimugu.   Nigeria is Africa's largest economy, and it has a large oil industry.  It was hit hard when oil prices fell below zero in spring 2020 because of the pandemic. 	The COVID-19 pandemic in Nigeria is part of the worldwide pandemic of coronavirus disease 2019  caused by severe acute respiratory syndrome coronavirus 2 . The first confirmed case in Nigeria was announced on 27 February 2020, when an Italian citizen in Lagos tested positive for the virus.   On 9 March 2020, a second case of the virus was reported in Ewekoro , Ogun State , a Nigerian citizen who had contact with the Italian citizen.  On 28 January, the Federal government of Nigeria assured citizens of the country of its readiness to strengthen surveillance at five international airports in the country to prevent the spread of coronavirus. The government announced the airports as Enugu , Lagos , Rivers , Kano and the FCT .  The Nigeria Centre for Disease Control also announced same day that they had already set up coronavirus group and was ready to activate its incident system if any case emerged in Nigeria. 	3.6332257
Argon plasma coagulation  is the medical procedure to stop bleeding from an active bleeding site of the gastrointestinal tract. It is done with the help of endoscopy technique.	Argon plasma coagulation  is a medical endoscopic procedure used to control bleeding from certain lesions in the gastrointestinal tract . It is administered during esophagogastroduodenoscopy or colonoscopy . APC involves the use of a jet of ionized argon gas  directed through a probe passed through the endoscope . The probe is placed at some distance from the bleeding lesion, and argon gas is emitted, then ionized by a high-voltage discharge .  High-frequency electric current is then conducted through the jet of gas, resulting in coagulation of the bleeding lesion. As no physical contact is made with the lesion, the procedure is safe if the bowel has been cleaned of colonic gases,   and can be used to treat bleeding in parts of the gastrointestinal tract with thin walls, such as the cecum . The depth of coagulation is usually only a few millimetres. APC is used to treat the following conditions:	3.5998333
Argon plasma coagulation  is the medical procedure to stop bleeding from an active bleeding site of the gastrointestinal tract. It is done with the help of endoscopy technique.	Argon plasma coagulation  is a medical endoscopic procedure used to control bleeding from certain lesions in the gastrointestinal tract . It is administered during esophagogastroduodenoscopy or colonoscopy . APC involves the use of a jet of ionized argon gas  directed through a probe passed through the endoscope . The probe is placed at some distance from the bleeding lesion, and argon gas is emitted, then ionized by a high-voltage discharge .  High-frequency electric current is then conducted through the jet of gas, resulting in coagulation of the bleeding lesion. As no physical contact is made with the lesion, the procedure is safe if the bowel has been cleaned of colonic gases,   and can be used to treat bleeding in parts of the gastrointestinal tract with thin walls, such as the cecum . The depth of coagulation is usually only a few millimetres. APC is used to treat the following conditions:	3.5998333
Arteriovenous malformation is a rare disorder . It affects the areas between arteries and veins , and bypasses the capillary system. This happens in the central nervous system , but may appear in any location. The disease can cause intense pain or bleeding or lead to other serious medical problems such as cerebral hemorrhages or strokes . AVMs are usually congenital . The genetic patterns of AVMs are incomplete, but there are known genetic mutations .  The general symptoms of a cerebral AVM include headaches and epileptic seizures . More specific symptoms occurring that normally depend on the place of the malformation.	Arteriovenous malformation is an abnormal connection between arteries and veins , bypassing the capillary system . This vascular anomaly is widely known because of its occurrence in the central nervous system , but can appear in any location. Although many AVMs are asymptomatic, they can cause intense pain or bleeding or lead to other serious medical problems. AVMs are usually congenital and belong to the RASopathies . The genetic transmission patterns of AVMs are incomplete, but there are known genetic mutations  which can lead to an increased occurrence throughout the body. Symptoms of AVM vary according to the location of the malformation. Roughly 88%  of people with an AVM are asymptomatic; often the malformation is discovered as part of an autopsy or during treatment of an unrelated disorder ; in rare cases, its expansion or a micro-bleed from an AVM in the brain can cause epilepsy, neurological deficit, or pain.	3.5843594
Veterinary medicine is a branch of medicine that deals with the health of animals . It is the study and practice of preventing, diagnosing and treating disease and injuries in animals. Veterinary medicine covers all species of animals, including both domesticated animals and wild animals. People who study and practice veterinary medicine professionally are called veterinarians . Veterinary science tries to help human health by monitoring and controlling zoonotic diseases .	Veterinary medicine is the branch of medicine that deals with the prevention, control, diagnosis, and treatment of disease, disorder, and injury in animals . Along with this, it deals with animal rearing, husbandry, breeding, research on nutrition, and product development. The scope of veterinary medicine is wide, covering all animal species, both domesticated and wild , with a wide range of conditions that can affect different species. Veterinary medicine is widely practiced, both with and without professional supervision. Professional care is most often led by a veterinary physician , but also by paraveterinary workers , such as veterinary nurses or technicians.  This can be augmented by other paraprofessionals with specific specialties, such as animal physiotherapy or dentistry , and species-relevant roles such as farriers . Veterinary science helps human health through the monitoring and control of zoonotic disease , food safety, and indirectly through human applications from basic medical research. They also help to maintain food supply through livestock health monitoring and treatment, and mental health by keeping pets healthy and long-living. Veterinary scientists often collaborate with epidemiologists and other health or natural scientists, depending on type of work. Ethically, veterinarians are usually obliged to look after animal welfare. Veterinarians diagnose, treat, and help keep animals safe and healthy.	3.576759
Female genital mutilation  is cutting off part or all of the female genitals that are outside of the body.  FGM is also called female genital cutting and female circumcision .  It is done for traditional reasons, as part of a ritual , not for medical reasons. FGM is most common in 27 African countries, as well as Yemen and Iraqi Kurdistan .  However, it also happens in other countries in Asia , the Middle East and around the world.  Usually, FGM is not done by a doctor or in a hospital .  It is often done with a razor blade or other sharp instruments, in many cases without anesthesia . Different ethnic groups do different kinds of FGM. They also do FGM at different ages.  Some groups do FGM when infants are only a few days old.  Others do it when girls reach puberty , or are older.  In about half the countries where FGM happens, most girls have FGM before they are five years old.  FGM can cause serious health problems, like infections , chronic pain , trouble getting pregnant and giving birth , bleeding so bad that it can kill.  FGM does not make a person's health better in any way. 	Female genital mutilation , also known as female genital cutting and female circumcision ,  is the ritual cutting or removal of some or all of the external female genitalia . The practice is found in Africa, Asia and the Middle East, and within communities from countries in which FGM is common. UNICEF estimated in 2016 that 200 million women living today in 30 countries—27 African countries, Indonesia, Iraqi Kurdistan and Yemen—have undergone the procedures. 	3.5664704
