Simple	English	semantic-similarity
Central nervous system diseases , also known as central nervous system disorders , are a group of neurological disorders that affect the structure or function of the brain or spinal cord . They form the central nervous system .   	Central nervous system diseases , also known as central nervous system disorders , are a group of neurological disorders that affect the structure or function of the brain or spinal cord , which collectively form the central nervous system .    Every disease has different signs and symptoms . Some of them are persistent headache; pain in the face, back, arms, or legs; an inability to concentrate; loss of feeling; memory loss; loss of muscle strength; tremors ; seizures; increased reflexes, spasticity, tics; paralysis; and slurred speech . One should seek medical attention if affected by these. Any type of traumatic brain injury  or injury done to the spinal cord can result in a wide spectrum of disabilities in a person. Depending on the section of the brain or spinal cord that suffers the trauma, the outcome may be anticipated.	3.4244068
Catalepsy is a nervous condition. The body is fixed, with rigid muscles and fixed posture . The body position does not respond to stimuli , and there is  decreased sensitivity to pain .  Catalepsy is a symptom of certain nervous disorders or conditions such as Parkinson's disease and epilepsy . It is also a characteristic symptom of cocaine withdrawal. It may be caused by schizophrenia treatment with anti-psychotics such as haloperidol .   It may be caused by the anaesthetic ketamine .  In some cases, catalepsy may be started by  an extreme emotional shock – one well known example of this was the reaction of 1968 Olympic long jump medalist Bob Beamon on finding he had broken the previous world record by over 0.5 meters .  Protein kinase A has been suggested as a mediator of cataleptic behavior. 	Catalepsy  is a nervous condition characterized by muscular rigidity and fixity of posture regardless of external stimuli, as well as decreased sensitivity to pain .  Symptoms include a rigid body, rigid limbs, limbs staying in same position when moved , no response, loss of muscle control, and slowing down of bodily functions, such as breathing.  Catalepsy is a symptom of certain nervous disorders or conditions such as Parkinson's disease and epilepsy . It is also a characteristic symptom of cocaine withdrawal, as well as one of the features of catatonia .  It can be caused by schizophrenia treatment with anti-psychotics ,  such as haloperidol ,  and by the anesthetic ketamine .  Protein kinase A has been suggested as a mediator of cataleptic behavior.  Unsuggested waxy catalepsy, sometimes accompanied by spontaneous anesthesia, is seen as an indicator of hypnotic trance.  Suggested or induced rigid catalepsy, of extended limbs or even the entire body, sometimes tested with heavy weights, has been a staple of stage hypnosis shows and even academic demonstrations of hypnotism since the late 18th century, as proof of extraordinary physical abilities possible in trance states.  Such demonstrations have also been performed by Asian martial artists to prove the presence of "ki" or "chi" power, a kind of psychological or spiritual resource. 	3.4109645
Dermatology is a branch of medicine that deals with skin , hair, sweat glands, etc. Dermatologists are doctors who diagnose and treat diseases and tumors of the skin, hair, and sweat glands.	Dermatology is the branch of medicine dealing with the skin .   It is a speciality with both medical and surgical aspects.    A dermatologist is a specialist medical doctor who manages diseases related to skin, hair, nails, and some cosmetic problems.   Attested in English in 1819, the word "dermatology" derives from the Greek δέρματος , genitive of δέρμα , "skin"   and -λογία -logia . Neo-Latin dermatologia was coined in 1630, an anatomical term with various French and German uses attested from the 1730s. 	3.4097898
Dextromethorphan  is a drug . It is used to prevent coughs in many over-the-counter cold and cough medicines. Dextromethorphan can also be used for pain relief or for psychological conditions. It is sold in syrup , tablet , and lozenge forms, manufactured under several different brand names and generic labels. In its pure form, dextromethorphan is a white powder. If more is taken than directed, dextromethorphan acts as a dissociative hallucinogenic drug. Its mechanism of action  is as an NMDA receptor antagonist , producing  effects similar to those of the controlled substances ketamine and phencyclidine . 	Dextromethorphan , often referred to as DXM , is a medication most often used as a cough suppressant in over-the-counter cold and cough medicines. It is sold in syrup , tablet, spray, and lozenge forms. It is in the morphinan class of medications with sedative , dissociative , and stimulant properties . Dextromethorphan does not have a significant affinity for the mu-opioid receptor activity typical of morphinan compounds and exerts its therapeutic effects through several other receptors.  In its pure form, dextromethorphan occurs as a white powder.  Dextromethorphan is also used recreationally . When exceeding approved dosages, dextromethorphan acts as a dissociative hallucinogen . It has multiple mechanisms of action , including actions as a nonselective serotonin reuptake inhibitor  and a sigma-1 receptor agonist.   Dextromethorphan and its major metabolite , dextrorphan , also block the NMDA receptor at high doses, which produces effects similar to other dissociative anesthetics such as ketamine , nitrous oxide , and phencyclidine . It was patented in 1949 and approved for medical use in 1953. 	3.4056091
Oxygen therapy , also called supplemental oxygen , is when oxygen gas  is used for medical treatment by giving the gas to the patient for inhalation .  It can be used for ilnesses like hypoxia , carbon monoxide toxicity , and cluster headaches .  It can be used over a long time for people who suffer with illnesses that lower oxygen levels in the blood like COPD and cystic fibrosis .  It can be given in a few different ways such as through a nasal cannula , face mask , or inside a hyperbaric chamber .   Oxygen levels need to be high enough for respiration to keep a patient healthy and for normal cell metabolism . 	Oxygen therapy , also known as supplemental oxygen , is the use of oxygen as a medical treatment .  This can include for low blood oxygen , carbon monoxide toxicity , cluster headaches , and to maintain enough oxygen while inhaled anesthetics are given.  Long-term oxygen is often useful in people with chronically low oxygen such as from severe COPD or cystic fibrosis .   Oxygen can be given in a number of ways including nasal cannula , face mask , and inside a hyperbaric chamber .   Oxygen is required for normal cell metabolism .  Excessively high concentrations can cause oxygen toxicity such as lung damage or result in respiratory failure in those who are predisposed.   Higher oxygen concentrations also increase the risk of fires, particularly while smoking, and without humidification can also dry out the nose.  The target oxygen saturation recommended depends on the condition being treated.  In most conditions a saturation of 94–96% is recommended, while in those at risk of carbon dioxide retention saturations of 88–92% are preferred, and in those with carbon monoxide toxicity or cardiac arrest they should be as high as possible.   Air is typically 21% oxygen by volume while oxygen therapy increases this by some amount up to 100%.  The use of oxygen in medicine became common around 1917.   It is on the World Health Organization's List of Essential Medicines .  The cost of home oxygen is about US$150 a month in Brazil and US$400 a month in the United States.  Home oxygen can be provided either by oxygen tanks or an oxygen concentrator .  Oxygen is believed to be the most common treatment given in hospitals in the developed world .  	3.399802
Clear-cell sarcoma is a rare form of cancer called sarcoma .  It is known to happen mainly in the soft tissues and dermis. Recurrence is common.  Clear cell sarcoma of the soft tissues in adults is not related to the pediatric tumor known as clear cell sarcoma of the kidney . 	Clear cell sarcoma is a rare form of cancer called a sarcoma .  It is known to occur mainly in the soft tissues and dermis. Rare forms were thought to occur in the gastrointestinal tract before they were discovered to be different and redesignated as GNET . Recurrence is common.  It has been associated with both EWSR1 - ATF1 and EWSR1 - CREB1 fusion transcripts. 	3.3972766
A blood film or peripheral blood smear is a thin layer of blood smeared on a microscope slide and then stained in such a way to allow the various blood cells to be examined microscopically. Blood films are usually examined to investigate disorders of the blood and, occasionally, to look for parasites within the blood such as malaria and filaria. 	A blood film —or peripheral blood smear —is a thin layer of blood smeared on a glass microscope slide and then stained in such a way as to allow the various blood cells to be examined microscopically. Blood films are examined in the investigation of hematological  disorders and  are routinely employed to look for blood parasites , such as those of malaria and filariasis . Blood films are made by placing a drop of blood on one end of a slide, and using a spreader slide to disperse the blood over the slide's length. The aim is to get a region, called a monolayer, where the cells are spaced far enough apart to be counted and differentiated. The monolayer is found in the "feathered edge" created by the spreader slide as it draws the blood forward. The slide is left to air dry, after which the blood is fixed to the slide by immersing it briefly in methanol . The fixative is essential for good staining and presentation of cellular detail. After fixation, the slide is stained to distinguish the cells from each other.	3.395539
Bupropion is an antidepressant .  It is also used to help people quit smoking .  It is marketed as Wellbutrin.	Bupropion , sold under the brand names Wellbutrin and Zyban among others, is an atypical antidepressant primarily used to treat major depressive disorder and to support smoking cessation .   Bupropion is an effective antidepressant on its own, but it is also popular as an add-on medication in the cases of incomplete response to the first-line selective serotonin reuptake inhibitor  antidepressant.   Bupropion has several features that distinguish it from other antidepressants: it does not usually cause sexual dysfunction;  it is not associated with weight gain  and sleepiness ,  and it is more effective than SSRIs at improving symptoms of hypersomnia and fatigue.  Common adverse effects of bupropion with the greatest difference from placebo are dry mouth, nausea, constipation, insomnia, anxiety, tremor, and excessive sweating.  Raised blood pressure is notable.  Rare but serious side effects include seizure ,  liver toxicity ,  psychosis ,  and risk of overdose.  Bupropion use during pregnancy may be associated with increased odds of congenital heart defects . 	3.3895543
Medical microbiology , also known as ‘’’clinical microbiology’’’, is the study of microbes , such as bacteria , viruses , fungi and parasites , which cause human illness and their role in the disease. The microbes and the branch of microbiology are the most studied due to their great importance to medicine .  Medical microbiology studies development and progress of the infectious disease in a patient and in human population . It is related to the study of disease pathology and immunology . It is a branch of medicine and microbiology and includes five sciences: bacteriology , virology , parasitology , immunology and mycology . In 1546, Girolamo Fracastoro proposed that epidemic diseases were caused by transferable seed like entities through direct, indirect contact and contact over long distances with an infection .	Medical microbiology , the large subset of microbiology that is applied to medicine , is a branch of medical science concerned with the prevention, diagnosis and treatment of infectious diseases .  In addition, this field of science studies various clinical applications of microbes for the improvement of health.  There are four kinds of microorganisms that cause infectious disease: bacteria , fungi , parasites and viruses , and one type of infectious protein called prion . A medical microbiologist studies the characteristics of pathogens , their modes of transmission, mechanisms of infection and growth. The academic qualification as a clinical/Medical Microbiologist in a hospital or medical research centre generally requires a Masters in Microbiology along with Ph.D. in any of the life-sciences .  Using this information, a treatment can be devised.  Medical microbiologists often serve as consultants for physicians , providing identification of pathogens and suggesting treatment options. Other tasks may include the identification of potential health risks to the community or monitoring the evolution of potentially virulent or resistant strains of microbes, educating the community and assisting in the design of health practices.  They may also assist in preventing or controlling epidemics and outbreaks of disease. Not all medical microbiologists study microbial pathology ; some study common, non-pathogenic species to determine whether their properties can be used to develop antibiotics or other treatment methods. Epidemiology , the study of the patterns, causes, and effects of health and disease conditions in populations, is an important part of medical microbiology, although the clinical aspect of the field primarily focuses on the presence and growth of microbial infections in individuals, their effects on the human body, and the methods of treating those infections. In this respect the entire field, as an applied science, can be conceptually subdivided into academic and clinical sub-specialties, although in reality there is a fluid continuum between public health microbiology and clinical microbiology , just as the state of the art in clinical laboratories depends on continual improvements in academic medicine and research laboratories .	3.38334
Acute myeloid leukemia , also known as acute myelogenous leukemia or acute nonlymphocytic leukemia , is a cancer of the myeloid line of blood cells. It is the rapid growth of uncommon white blood cells that build up in the bone marrow and harm the production of normal blood cells . AML is the most common acute leukemia affecting adults.	Acute myeloid leukemia  is a cancer of the myeloid line of blood cells , characterized by the rapid growth of abnormal cells that build up in the bone marrow and blood and interfere with normal blood cell production .  Symptoms may include feeling tired, shortness of breath , easy bruising and bleeding, and increased risk of infection .  Occasionally, spread may occur to the brain, skin, or gums.  As an acute leukemia , AML progresses rapidly and is typically fatal within weeks or months if left untreated.   Risk factors include smoking , previous chemotherapy or radiation therapy , myelodysplastic syndrome , and exposure to the chemical benzene .  The underlying mechanism involves replacement of normal bone marrow with leukemia cells , which results in a drop in red blood cells , platelets , and normal white blood cells .  Diagnosis is generally based on bone marrow aspiration and specific blood tests .  AML has several subtypes for which treatments and outcomes may vary. 	3.37381
MedlinePlus is a free website that gives free consumer health information for patients , families, and health care providers. The site has information from the United States National Library of Medicine , the National Institutes of Health , other U.S. government agencies, and health-related organizations.  The U.S. National Library of Medicine produces and maintains the site.  MedlinePlus includes a companion site in Spanish,  which offers similar content for the Spanish-speaking community.  It also offers a mobile site in both English and Spanish optimized for display on mobile devices.  Over 150 million people from around the world use MedlinePlus each year.  MedlinePlus contains:	MedlinePlus is an online information service produced by the United States National Library of Medicine . The service provides curated consumer health information in English and Spanish with select content in additional languages.   The site brings together information from the National Library of Medicine , the National Institutes of Health , other U.S. government agencies, and health-related organizations.  There is also a site optimized for display on mobile devices, in both English and Spanish. In 2015, about 400 million people from around the world used MedlinePlus.  The service is funded by the NLM and is free to users. MedlinePlus provides encyclopedic information on health and drug issues, and provides a directory of medical services. MedlinePlus Connect links patients or providers in electronic health record  systems to related MedlinePlus information on conditions or medications. PubMed Health  is another NLM site that offers consumer health information, in addition to information for health professionals.	3.373586
Genetic screening in a broader sense includes biochemical tests for the possible presence of genetic diseases, or mutant forms of genes associated with increased risk of developing genetic disorders. Most of the time, testing is used to find changes that are associated with inherited disorders. The results of a genetic test can confirm or rule out a suspected genetic condition or help determine a person's chance of developing or passing on a genetic disorder . Several hundred genetic tests are currently in use, and more are being developed.   Since genetic testing may open up ethical or psychological problems, genetic testing is often accompanied by genetic counselling .	Genetic testing , also known as DNA testing , is used to identify changes in DNA sequence or chromosome structure. Genetic testing can also include measuring the results of genetic changes, such as RNA analysis as an output of gene expression , or through biochemical analysis to measure specific protein output.  In a medical setting, genetic testing can be used to diagnose or rule out suspected genetic disorders, predict risks for specific conditions, or gain information that can be used to customize medical treatments based on an individual's genetic makeup.  Genetic testing can also be used to determine biological relatives, such as a child's parentage  through DNA paternity testing ,  or be used to broadly predict an individual's ancestry .  Genetic testing of plants and animals can be used for similar reasons as in humans ,  to gain information used for selective breeding ,  or for efforts to boost genetic diversity in endangered populations.  The variety of genetic tests has expanded throughout the years. Early forms of genetic testing which began in the 1950s involved counting the number of chromosomes per cell. Deviations from the expected number of chromosomes  could lead to a diagnosis of certain genetic conditions such as trisomy 21  or monosomy X .  In the 1970s, a method to stain specific regions of chromosomes, called chromosome banding , was developed that allowed more detailed analysis of chromosome structure and diagnosis of genetic disorders that involved large structural rearrangements.  In addition to analyzing whole chromosomes , genetic testing has expanded to include the fields of molecular genetics and genomics which can identify changes at the level of individual genes, parts of genes, or even single nucleotide "letters" of DNA sequence.  According to the National Institutes of Health , there are tests available for more than 2,000 genetic conditions,  and one study estimated that as of 2017 there were more than 75,000 genetic tests on the market.  Genetic testing is "the analysis of chromosomes , proteins, and certain metabolites in order to detect heritable disease-related genotypes , mutations , phenotypes , or karyotypes for clinical purposes."  It can provide information about a person 's genes and chromosomes throughout life.	3.3703444
The COVID-19 pandemic was first detected in the U.S. state of New York in February 2020.	The first case of COVID-19 in the U.S. state of New York during the pandemic was confirmed on March 1, 2020,  and the state quickly became an epicenter of the pandemic, with a record 12,274 new cases reported on April 4 and approximately 29,000 more deaths reported for the month of April than the same month in 2019.  By April 10, New York had more confirmed cases than any country outside the US.  As of March 2, 2021  , the state has reported 35 million tests,  with 1,650,560 cumulative cases, and 47,247 deaths.  New York had the highest number of confirmed cases of any state from the start of U.S. outbreak until July 22, when it was first surpassed by California and later by Florida , Texas ,   and Illinois . Approximately half of the state's cases have been in New York City ,  where nearly half the state's population lives.	3.3666327
The COVID-19 pandemic was first detected in the U.S. state of New York in February 2020.	The first case of COVID-19 in the U.S. state of New York during the pandemic was confirmed on March 1, 2020,  and the state quickly became an epicenter of the pandemic, with a record 12,274 new cases reported on April 4 and approximately 29,000 more deaths reported for the month of April than the same month in 2019.  By April 10, New York had more confirmed cases than any country outside the US.  As of March 2, 2021  , the state has reported 35 million tests,  with 1,650,560 cumulative cases, and 47,247 deaths.  New York had the highest number of confirmed cases of any state from the start of U.S. outbreak until July 22, when it was first surpassed by California and later by Florida , Texas ,   and Illinois . Approximately half of the state's cases have been in New York City ,  where nearly half the state's population lives.	3.3666327
Cardiology  is a medical field that deals with disorders of the heart and blood vessels . Physicians in this field are called cardiologists. Cardiologists are different from cardiac surgeons who do cardiac surgery .	Cardiology  is a branch of medicine that deals with the disorders of the heart as well as some parts of the circulatory system . The field includes medical diagnosis and treatment of congenital heart defects , coronary artery disease , heart failure , valvular heart disease and electrophysiology . Physicians who specialize in this field of medicine are called cardiologists , a specialty of internal medicine . Pediatric cardiologists are pediatricians who specialize in cardiology. Physicians who specialize in cardiac surgery are called cardiothoracic surgeons or cardiac surgeons , a specialty of general surgery . All cardiologists study the disorders of the heart, but the study of adult and child heart disorders are through different training pathways. Therefore, an adult cardiologist  is inadequately trained to take care of children, and pediatric cardiologists are not trained to take care of adult heart disease. The surgical aspects are not included in cardiology and are in the domain of cardiothoracic surgery . For example, coronary artery bypass surgery , cardiopulmonary bypass and valve replacement are surgical procedures performed by surgeons, not cardiologists. However, the insertion of stents and pacemakers is performed by cardiologists.  Cardiology is a specialty of internal medicine . To be a cardiologist in the United States , a three-year residency in internal medicine is followed by a three-year fellowship in cardiology. It is possible to specialize further in a sub-specialty. Recognized sub-specialties in the United States by the ACGME are cardiac electrophysiology , echocardiography , interventional cardiology , and nuclear cardiology . Recognized subspecialties in the United States by the American Osteopathic Association Bureau of Osteopathic Specialists  include clinical cardiac electrophysiology and interventional cardiology .   While in India, a person needs to undergo three years of residency in General Medicine or Pediatrics after M.B.B.S and then three years of residency in Cardiology to be a D.M/ Diplomate of National Board  in Cardiology. 	3.3663855
The word fistula comes from a Latin word that means tube or pipe . In medicine , a fistula is an abnormal connection between two hollow spaces. This can be blood vessels , intestines , or other hollow organs . Fistulas are usually caused by injury or surgery . But they can also result from an infection or inflammation .  Fistulas are generally a disease condition, but doctors may create fistulas by surgery for medical reasons. Treatment for fistula depends on the reason for the fistula and on how serious it is.  Doctors often treat fistula with surgery and antibiotics . The first step in treating a fistula is usually an examination by a doctor.  The doctor determines the size and "path" that the fistula takes in the body.	A fistula  is an abnormal connection between two hollow spaces , such as blood vessels , intestines , or other hollow organs .    Types of fistula can be described by their location. Anal fistulas connect between the anal canal and the perianal skin. Anovaginal or rectovaginal fistulas occur when a hole develops between the anus or rectum and the vagina . Colovaginal fistulas occur between the colon and the vagina. Urinary tract fistulas are abnormal openings within the urinary tract or an abnormal connection between the urinary tract and another organ such as between the bladder and the uterus in a vesicouterine fistula, between the bladder and the vagina in a vesicovaginal fistula, and between the urethra and the vagina in urethrovaginal fistula. When occurring between two parts of the intestine, it is known as an enteroenteral fistula, between the small intestine and the skin as an enterocutaneous fistula, and between the small intestine and the colon as a colocutaneous fistula.  Fistulas can result from an infection or inflammation, injury or surgery.  Fistulas are sometimes purposefully surgically created as part of a treatment, for example arteriovenous fistulas for hemodialysis . 	3.3566487
Excessive daytime sleepiness  is a medical condition where people often feel sleepy during the day, even though they had enough sleep at night. EDS occurs with many sleep disorders . It is a defining feature of some sleep disorders such as narcolepsy , sleep apnea or Circadian rhythm sleep disorder . EDS is difficult to treat without knowing its causse. There are certain drugs that can help with EDS. In general, many treatments of the underlying disease  will also take into account EDS. The drugs which can treat EDS are usually stimulants .	Excessive daytime sleepiness is characterized by persistent sleepiness and often a general lack of energy, even during the day after apparently adequate or even prolonged nighttime sleep. EDS can be considered as a broad condition encompassing several sleep disorders where increased sleep is a symptom, or as a symptom of another underlying disorder like narcolepsy , circadian rhythm sleep disorder , sleep apnea or idiopathic hypersomnia . Some persons with EDS, including those with hypersomnias like narcolepsy and idiopathic hypersomnia , are compelled to nap repeatedly during the day; fighting off increasingly strong urges to sleep during inappropriate times such as while driving, while at work, during a meal, or in conversations. As the compulsion to sleep intensifies, the ability to complete tasks sharply diminishes, often mimicking the appearance of intoxication. During occasional unique and/or stimulating circumstances, a person with EDS can sometimes remain animated, awake and alert, for brief or extended periods of time.  EDS can affect the ability to function in family, social, occupational, or other settings. A proper diagnosis of the underlying cause and ultimately treatment of symptoms and/or the underlying cause can help mitigate such complications.  EDS can be a symptom of a number of factors and disorders. Specialists in sleep medicine are trained to diagnose them. Some are:	3.3550324
A central venous catheter  or " central line " is a catheter put in a large vein in the neck , chest , or groin when a patient needs close cardiovascular monitoring, for assessment of fluid status, and so that intravenous drugs and fluids can be given to the patient more effectively.  The veins most commonly used are the internal jugular vein , the subclavian vein , and the femoral vein .	A central venous catheter , also known as a central line , central venous line, or central venous access catheter , is a catheter placed into a large vein . It is a form of venous access . Placement of larger catheters in more centrally located veins is often needed in critically ill patients, or in those requiring prolonged intravenous therapies, for more reliable vascular access. These catheters are commonly placed in veins in the neck , chest , groin , or through veins in the arms .	3.354905
Chronic inflammatory demyelinating polyneuropathy  is an immune-mediated inflammatory disorder of the peripheral nervous system . The disorder is sometimes called chronic relapsing polyneuropathy  or chronic inflammatory demyelinating poly radiculo neuropathy . CIDP is closely related to Guillain–Barré syndrome and it is thought to be the chronic counterpart of that acute disease.  Its symptoms are also similar to progressive inflammatory neuropathy . Several variants have been reported. Specially important are:	Chronic inflammatory demyelinating polyneuropathy is an acquired immune-mediated inflammatory disorder of the peripheral nervous system characterized by progressive weakness and impaired sensory function in the legs and arms.  The disorder is sometimes called chronic relapsing polyneuropathy  or chronic inflammatory demyelinating poly radiculo neuropathy .  CIDP is closely related to Guillain–Barré syndrome and it is considered the chronic counterpart of that acute disease.  Its symptoms are also similar to progressive inflammatory neuropathy . Several variants have been reported. Specially important are: Currently there is one special variant in which the CNS is also affected. It is termed "combined central and peripheral demyelination"  and is special because it belongs at the same time to the CDIP syndrome and to the multiple sclerosis spectrum.  These cases seem to be related to the presence of anti-neurofascin autoantibodies . 	3.3416116
Bevacizumab is an anti-angiogenic drug that is used in the treatment of Metastatic Renal cell carcinoma , Metastatic breast cancer , Non-small cell lung cancer , and is also approved in the treatment Glioblastoma multiforme . 	Bevacizumab , sold under the brand name Avastin , is a medication used to treat a number of types of cancers and a specific eye disease .   For cancer, it is given by slow injection into a vein  and used for colon cancer , lung cancer , glioblastoma , and renal-cell carcinoma . In many of these diseases it is used as a first-line therapy   For age-related macular degeneration it is given by injection into the eye .  Common side effects when used for cancer include nose bleeds , headache, high blood pressure, and rash.  Other severe side effects include gastrointestinal perforation , bleeding, allergic reactions , blood clots , and an increased risk of infection.  When used for eye disease side effects can include vision loss and retinal detachment .  Bevacizumab is a monoclonal antibody that functions as an angiogenesis inhibitor .  It works by slowing the growth of new blood vessels by inhibiting vascular endothelial growth factor A , in other words anti–VEGF therapy . 	3.333475
The Hôpital Foch is a well-known hospital in the Suresnes , close to Paris . It is one of Europe's largest hospitals. It has been created in 1929. He is partner of the Université de Versailles Saint-Quentin-en-Yvelines . 	Foch Hospital  is a celebrated teaching hospital in the Suresnes , France . Part of the Établissement de santé privé d'intérêt collectif and a teaching hospital of Versailles Saint-Quentin-en-Yvelines University ,  it is one of Europe's largest hospitals. It was established in 1929 with the help of Consuelo Vanderbilt  and Winnaretta Singer . It was named in honour of Ferdinand Foch . Through its history, the Foch Hospital hosted notable doctors, among others:	3.3277223
Bacillus Calmette–Guerin is a vaccine against tuberculosis . It is often abbreviated BCG . The vaccine is based on a bovine strain of the bacterium . It was developed by Albert Calmette and Camille Guerin in the 1930s. It looks like the vaccine can also be used to treat certain forms of bladder cancer . 	Bacillus Calmette–Guérin  vaccine is a vaccine primarily used against tuberculosis .  It is named after its inventors Albert Calmette and Camille Guérin .   In countries where TB or leprosy is common, one dose is recommended in healthy babies as soon after birth as possible.  In areas where TB is not common, only children at high risk are typically immunized, while suspected cases of TB are individually tested for and treated.  Adults who do not have TB and have not been previously immunized but are frequently exposed may be immunized as well.  BCG also has some effectiveness against Buruli ulcer infection and other nontuberculous mycobacteria infections.  Additionally it is sometimes used as part of the treatment of bladder cancer .   Rates of protection against TB infection vary widely and protection lasts up to twenty years.  Among children it prevents about 20% from getting infected and among those who do get infected it protects half from developing disease.  The vaccine is given by injection into the skin.  There is no evidence that additional doses are beneficial. 	3.3255823
Retching  is when the motion of the stomach and esophagus goes backward, but there is no vomiting . It can be caused by bad smells, choking or stopping certain medications . It can also be because of stress . Retching is different from vomiting. During a retch, pressure in the thorax goes down and pressure in the abdomen goes up. In vomiting, both pressures go up.	Retching  is the reverse movement  of the stomach and esophagus without vomiting .  It can be caused by bad smells or choking, or by withdrawal from some medications after vomiting stops. Retching can also occur as a result of an emotional response or from stress , which produces the same physical reaction. The function is thought to be mixing gastric contents with intestinal refluxate in order to buffer the former and give it momentum in preparation of vomiting.  Treatments include medication and correction of the fluid and electrolyte balance . The retching phase is characterized by a series of violent spasmodic abdomino - thoracic contractions with the glottis closed. During this time, the inspiratory  movements of the chest wall and diaphragm are opposed by the expiratory contractions of the abdominal musculature. At the same time, movements of the stomach and its contents take place. Whereas a patient will complain of disagreeable sensations during nausea , speech is not possible during retching. The characteristic movements furnish a ready diagnostic sign of the retching phase. Schindler   studied retching on two occasions during gastroscopy and noted that longitudinal folds appeared in the previously smooth antrum , thickened quickly, came together and completely closed the antrum.  Retching involves a deep inspiration against a closed glottis . This, along with contraction of the abdomen, leads to a pressure difference between the abdominal and thoracic cavities. As a result, the stomach and gastric contents are displaced upwards toward the thoracic cavity.  Retching comprises a rhythmically alternating  elevation and descension of the entire pharyngolaryngo-esophago-gastric apparatus in synchrony with the movement of the diaphragm. The function of retching may be to mix gastric contents with intestinal refluxate to buffer gastric contents before gastroesophageal reflux and to impart a momentum to the gastric contents before vomiting. Airway protection during retching is accomplished by glottal closure during retches and constriction of the upper esophageal sphincter between retches. 	3.3254306
Bloodletting is the practice  of withdrawing blood from a patient to cure a disease . The practice was widely used in Antiquity and the Middle Ages . People stopped using it in the 19th century . The idea of bloodletting comes from an ancient system of medicine called Humorism : This system states, that there are different humors in the body. To remain healthy, a patient had to keep these humours in balance. Bloodletting was the most common medical practice performed by physicians from antiquity until the late 19th century, a span of almost 2,000 years.  It was found that only in very few cases, this treatment helps cure a disease. The practice has now been abandoned for all except a few very specific conditions .  There was no other treatment for hypertension . Bloodletting could sometimes have had a beneficial effect in temporarily reducing blood pressure by reducing blood volume.  The problem with hypertension is that it is difficult to diagonse from its symptoms . Modern methods directly measure blood pressure. In Antiquity, this  effect was therefore unintentional. In most cases, the historical use of bloodletting was harmful to patients.  The diseases where bloodletting actually helps include Polycythemia vera . In this disease, the number of red blood cells is increased, which changes the viscosity of the blood. Another disease is Polycythemia , which also leads to an increased number of red blood cells.	Bloodletting  is the withdrawal of blood from a patient to prevent or cure illness and disease.  Bloodletting, whether by a physician or by leeches , was based on an ancient system of medicine in which blood and other bodily fluids were regarded as " humours " that had to remain in proper balance to maintain health. It is claimed to have been the most common medical practice performed by surgeons from antiquity until the late 19th century, a span of over 2,000 years.  In Europe, the practice continued to be relatively common until the end of the 18th century.  The practice has now been abandoned by modern-style medicine for all except a few very specific medical conditions .  It is conceivable that historically, in the absence of other treatments for hypertension , bloodletting sometimes had a beneficial effect in temporarily reducing blood pressure by reducing blood volume.  However, since hypertension is very often asymptomatic and thus not diagnosable without modern methods, this effect was unintentional.  In the overwhelming majority of cases, the historical use of bloodletting was harmful to patients.  Today, the term phlebotomy refers to the drawing of blood for laboratory analysis or blood transfusion .  Therapeutic phlebotomy refers to the drawing of a unit of blood in specific cases like hemochromatosis , polycythemia vera , porphyria cutanea tarda , etc., to reduce the number of red blood cells.   The traditional medical practice of bloodletting is today considered to be a pseudoscience .  Passages from the Ebers  Papyrus may indicate that bloodletting by scarification  was an accepted practice in Ancient Egypt .    Egyptian burials have been reported to contain bloodletting instruments.  According to some accounts, the Egyptians based the idea on their observations of the hippopotamus ,  confusing its red secretions with blood and believing that it scratched itself to relieve distress.  	3.3085694
The British Medical Journal  is a popular peer-reviewed general medical journal. It is published by the BMJ Publishing Group in London . There is an online version.	The BMJ is a weekly peer-reviewed medical trade journal , published by the trade union the British Medical Association . The BMJ has editorial freedom from the BMA.  It is one of the world's oldest general medical journals. Originally called the British Medical Journal , the title was officially shortened to BMJ in 1988, and then changed to The BMJ in 2014.  The journal is published by BMJ Publishing Group Ltd , a subsidiary of the British Medical Association . The editor-in-chief of The BMJ is Fiona Godlee , who was appointed in February 2005.  The journal began publishing on 3 October 1840 as the Provincial Medical and Surgical Journal and quickly attracted the attention of physicians around the world through its publication of high-impact original research articles and unique case reports.  The BMJ' s first editors were P. Hennis Green , lecturer on the diseases of children at the Hunterian School of Medicine , who also was its founder and Robert Streeten of Worcester , a member of the Provincial Medical and Surgical Association council. 	3.3013365
